periodo;ss;id_aforo;paradero
4;B19R;108_PM_SP;T-3-19-NS-25
4;B19R;110_PM_SP;T-3-19-NS-40
4;B19R;356_PM_NP;E-4-296-OP-5
4;B20I;519_PM_SO;L-5-5-5-PO
4;B20I;7_PM_SO;E-5-30-PO-7
4;B20I;250_PM_SO;L-5-16-25-PO
4;B20I;140_PM_SO;T-20-131-PO-5
4;B20R;169_PM_NP;T-1-4-OP-5
4;B20R;19_PM_NP;T-5-26-SN-10
4;B20R;20_PM_NP;T-5-33-OP-15
4;B20R;310_PM_NP;L-5-23-5-OP
4;B21I;370_PM_NP;L-1-32-3-PO
4;B21I;459_PM_NP;L-2-8-55-OP
4;B21I;170_PM_NO;L-2-6-5-OP
4;B21I;248_PM_NP;L-2-6-5-OP
4;B21I;475_PM_SP;T-6-327-OP-40
4;B21R;177_PM_NO;L-6-24-5-PO
4;B21R;249_PM_SO;L-6-32-50-NS
4;B21R;491_PM_SP;L-4-4-65-PO
4;B21R;369_PM_SP;L-4-8-5-OP
4;B22I;128_PM_SP;L-4-41-22-OP
4;B22I;356_PM_NP;E-4-296-OP-5
4;B22I;138_PM_SO;L-2-8-15-OP
4;B22I;460_PM_SP;T-2-3-NS-65
4;B22I;461_PM_NO;T-2-3-NS-65
4;B22R;363_PM_NP;T-2-3-SN-25
4;B22R;357_PM_SO;L-4-14-3-NS
4;B22R;488_PM_NO;T-4-16-SN-15
4;B23I;349_PM_SO;L-1-2-15-NS
4;B23I;140_PM_SO;L-1-15-5-NS
4;B23R;366_PM_NP;T-4-21-OP-13
4;B23R;360_PM_SP;T-2-9-OP-35
4;B24I;351_PM_SO;T-5-38-PO-10
4;B24I;362_PM_NO;L-1-13-10-PO
4;B24I;366_PM_NP;T-4-19-NS-95
4;B24R;371_PM_NP;T-4-22-SN-20
4;B24R;380_PM_NP;L-5-21-5-SN
4;B25I;369_PM_SP;L-1-33-5-NS
4;B25I;353_PM_SP;L-4-25-20-PO
4;B25R;372_PM_NP;L-4-30-5-OP
4;B25R;370_PM_NP;L-1-34-5-OP
4;B25R;368_PM_NO;L-4-9-2-SN
4;B26I;359_PM_SO;L-2-18-5-OP
4;B26I;246_PM_SP;L-2-4-115-NS
4;B26I;250_PM_SO;T-5-8-NS-55
4;B26I;548_PM_SO;T-20-68-NS-10
4;B26I;254_PM_SO;T-20-180-NS-5
4;B26R;256_PM_NP;T-20-176-SN-40
4;B26R;323_PM_NP;T-20-68-SN-28
4;B26R;247_PM_NO;E-1-4-SN-50
4;B26R;358_PM_NP;L-2-4-50-SN
4;B27I;460_PM_SP;T-2-9-OP-20
4;B27I;461_PM_NO;T-2-9-OP-20
4;B27I;140_PM_SO;L-1-15-5-NS
4;B27R;290_PM_NP;T-14-128-OP-96
4;B27R;183_PM_SP;E-20-192-OP-5
4;B27R;322_PM_NP;E-20-192-OP-5
4;B27R;28_PM_NP;T-20-73-OP-5
4;B27R;372_PM_NP;T-4-22-SN-15
4;B27R;370_PM_NP;T-1-3-SN-38
4;B27R;459_PM_NP;L-2-28-29-SN
4;B28I;8_PM_SP;E-5-38-NS-5
4;B28I;334_PM_NP;L-8-32-5-NS
4;B28I;323_PM_NP;T-8-68-NS-20
4;B28I;334_PM_NP;L-8-32-5-NS
4;B29I;7_PM_SO;E-5-30-PO-7
4;B29I;250_PM_SO;L-5-16-25-PO
4;B29R;33_PM_SP;T-20-73-OP-50
4;B29R;34_PM_NP;T-20-73-OP-50
4;B29R;169_PM_NP;T-1-4-OP-5
4;B29R;19_PM_NP;L-5-10-5-OP
4;B29R;20_PM_NP;T-5-33-OP-15
4;C06I;330_PM_NP;T-14-170-SN-7
4;C06RPM;130_PM_SO;E-14-170-NS-5
4;C10eI;330_PM_NP;T-14-128-PO-34
4;C10eI;455_PM_NP;T-14-128-PO-34
4;C10eR;525_PM_SP;T-16-462-NS-5
4;C18R;395_PM_SP;T-3-13-NS-5
4;C18R;396_PM_SP;T-3-13-NS-10
4;D01IPM;118_PM_NP;L-19-21-25-SN
4;D02IPM;448_PM_NO;T-18-158-PO-10
4;D02IPM;447_PM_SO;T-18-153-PO-30
4;D02IPM;118_PM_NP;L-19-21-25-SN
4;D02RPM;133_PM_SO;T-19-164-OP-45
4;D03IPM;212_PM_NO;L-20-29-5-SN
4;D03IPM;448_PM_NO;T-18-158-PO-10
4;D03R;446_PM_SP;T-18-157-OP-15
4;D03R;287_PM_SP;T-18-157-OP-20
4;D03R;288_PM_SP;T-18-157-OP-25
4;D03R;45_PM_NP;T-18-157-OP-40
4;D03R;289_PM_SP;T-18-157-OP-70
4;D03R;204_PM_SP;T-18-157-OP-90
4;D03cIPM;118_PM_NP;L-19-21-25-SN
4;D05I;203_PM_NO;T-20-200-SN-10
4;D05I;472_PM_SO;E-31-293-PO-5
4;D07I;284_PM_NO;L-31-16-5-OP
4;D07I;58_PM_NP;L-21-31-5-OP
4;D07I;75_PM_NP;L-21-19-3-OP
4;D07R;203_PM_NO;T-20-200-SN-10
4;D07R;524_PM_NP;L-31-8-25-PO
4;D07R;472_PM_SO;E-31-293-PO-5
4;D09I;446_PM_SP;T-18-157-OP-15
4;D09RPM;133_PM_SO;L-18-16-30-NS
4;D10IPM;473_PM_SP;L-32-28-2-OP
4;D10RPM;472_PM_SO;E-18-12-NS-10
4;D13I;511_PM_NP;L-33-22-1-SN
4;D13I;524_PM_NP;L-31-18-95-SN
4;D13R;264_PM_SP;T-33-12-NS-20
4;D14I;516_PM_NP;T-31-134-SN-25
4;D14I;524_PM_NP;L-31-8-25-PO
4;D14R;473_PM_SP;L-32-28-2-OP
4;D15IPM;118_PM_NP;L-19-21-25-SN
4;D15IPM;133_PM_SO;L-18-16-30-NS
4;D16I;495_PM_NP;L-33-41-30-PO
4;D16I;473_PM_SP;L-32-28-2-OP
4;D16R;446_PM_SP;L-18-11-40-NS
4;D16R;287_PM_SP;T-18-157-OP-20
4;D16R;3_PM_SO;L-31-7-100-NS
4;D16R;42_PM_SP;E-31-12-NS-55
4;D17I;495_PM_NP;L-33-84-3-OP
4;D17R;473_PM_SP;L-32-28-2-OP
4;D17vR;473_PM_SP;L-32-28-2-OP
4;D18I;132_PM_SO;L-19-28-10-OP
4;E01I;262_PM_NO;L-33-14-80-PO
4;E01I;95_PM_SO;L-22-29-7-OP
4;E01R;74_PM_NP;L-22-42-5-SN
4;E01R;260_PM_SO;L-22-3-15-NS
4;E01R;48_PM_SO;L-33-57-145-PO
4;E02I;82_PM_SP;L-26-37-5-OP
4;E02I;95_PM_SO;T-24-205-NS-45
4;E02I;195_PM_NO;L-33-60-15-NS
4;E02R;194_PM_SP;L-33-14-65-OP
4;E02R;196_PM_NP;L-22-38-5-OP
4;E02R;74_PM_NP;L-22-42-5-SN
4;E03I;82_PM_SP;L-26-37-5-OP
4;E03R;506_PM_SP;L-33-71-5-OP
4;E03R;57_PM_NP;L-33-23-5-OP
4;E04I;262_PM_NO;L-33-14-80-PO
4;E04I;512_PM_NP;E-31-89-OP-40
4;E04I;58_PM_NP;L-21-1-20-PO
4;E04I;75_PM_NP;L-21-19-3-OP
4;E04R;521_PM_SO;T-21-89-PO-27
4;E04R;515_PM_SO;T-33-134-NS-5
4;E04R;506_PM_SP;L-33-134-22-NS
4;E04R;48_PM_SO;T-33-264-NS-65
4;E05IPM;93_PM_SO;L-24-10-5-SN
4;E05IPM;515_PM_SO;T-33-134-NS-10
4;E05IPM;506_PM_SP;L-33-134-22-NS
4;E05R;94_PM_NP;L-24-5-15-OP
4;E05R;11_PM_NP;T-26-12-OP-15
4;E06R;264_PM_SP;L-33-22-5-OP
4;E07I;505_PM_SO;T-33-134-NS-27
4;E08I;194_PM_SP;L-33-14-65-OP
4;E08RPM;505_PM_SO;T-33-134-NS-27
4;E08RPM;195_PM_NO;L-33-60-15-NS
4;E08RPM;262_PM_NO;L-33-14-80-PO
4;E08RPM;50_PM_SO;L-33-14-85-PO
4;E09I;194_PM_SP;L-33-14-65-OP
4;E09I;135_PM_NP;L-33-24-5-OP
4;E09R;260_PM_SO;L-22-27-30-PO
4;E09R;195_PM_NO;L-33-14-30-PO
4;E10I;193_PM_SO;L-33-9-50-NS
4;E10I;57_PM_NP;L-33-61-5-OP
4;E10R;155_PM_SO;T-33-267-NS-15
4;E11I;194_PM_SP;L-33-14-65-OP
4;E11I;135_PM_NP;L-33-58-5-OP
4;E11R;85_PM_SO;E-24-205-NS-66
4;E11R;134_PM_SO;L-23-3-10-NS
4;E11R;195_PM_NO;L-33-60-15-NS
4;E11R;262_PM_NO;L-33-14-80-PO
4;E12I;253_PM_NO;L-34-71-5-PO
4;E12I;196_PM_NP;L-22-38-5-OP
4;E12I;48_PM_SO;T-33-264-NS-65
4;E13I;253_PM_NO;L-34-9-5-SN
4;E13I;135_PM_NP;L-33-6-50-SN
4;E13RPM;134_PM_SO;L-23-3-10-NS
4;E13RPM;88_PM_SO;L-23-3-15-NS
4;E14RPMPT;193_PM_SO;L-33-9-50-NS
4;E15cI;253_PM_NO;L-34-9-5-SN
4;E15cR;505_PM_SO;T-33-134-NS-27
4;E15cR;155_PM_SO;L-33-15-30-OP
4;E15cR;134_PM_SO;L-33-24-5-OP
4;E15cR;88_PM_SO;L-23-3-15-NS
4;E16I;53_PM_NO;T-34-313-NS-25
4;E16I;102_PM_NO;T-34-217-PO-33
4;E16I;135_PM_NP;L-33-6-50-SN
4;E16R;134_PM_SO;L-23-3-10-NS
4;E16R;88_PM_SO;L-23-3-15-NS
4;E17I;43_PM_SO;L-33-12-10-NS
4;E17R;264_PM_SP;T-33-12-NS-20
4;E18R;506_PM_SP;E-33-12-NS-30
4;E18R;57_PM_NP;L-33-23-5-OP
4;E18R;260_PM_SO;L-22-3-15-NS
4;F01I;404_PM_NP;L-34-24-25-SN
4;F01I;102_PM_NO;T-34-217-PO-33
4;F01I;97_PM_NO;T-34-270-NS-75
4;F01I;96_PM_NO;T-34-270-NS-75
4;F01I;422_PM_NO;L-34-40-220-PO
4;F01R;407_PM_SP;L-34-2-5-OP
4;F01R;408_PM_NP;L-34-76-20-SN
4;F01R;101_PM_NP;T-34-270-SN-37
4;F01cR;407_PM_SP;L-34-2-5-OP
4;F01cR;408_PM_NP;L-34-76-20-SN
4;F01cR;97_PM_NO;T-34-270-NS-75
4;F01cR;96_PM_NO;T-34-270-NS-75
4;F01cR;422_PM_NO;L-34-40-220-PO
4;F02I;411_PM_SP;L-34-30-65-OP
4;F02I;413_PM_SO;L-34-32-40-NS
4;F02I;414_PM_SO;L-34-32-70-NS
4;F02I;415_PM_SO;L-34-32-90-NS
4;F02R;412_PM_SP;L-34-32-35-SN
4;F02R;423_PM_NO;L-34-30-40-PO
4;F03I;417_PM_SP;T-34-270-NS-75
4;F03I;418_PM_SP;L-34-40-125-OP
4;F03I;419_PM_SP;L-34-40-80-OP
4;F03I;421_PM_SP;L-34-40-65-OP
4;F03I;161_PM_NP;L-30-10-5-OP
4;F03I;114_PM_NP;L-30-16-20-OP
4;F03R;151_PM_SO;L-30-16-5-PO
4;F03R;510_PM_SO;L-30-16-25-PO
4;F03R;420_PM_NO;L-34-40-50-PO
4;F03R;409_PM_NO;L-34-40-130-PO
4;F03R;99_PM_NO;E-34-294-PO-5
4;F03cI;417_PM_SP;T-34-270-NS-75
4;F03cI;418_PM_SP;L-34-40-125-OP
4;F03cI;419_PM_SP;L-34-40-80-OP
4;F03cI;421_PM_SP;L-34-40-65-OP
4;F03cR;420_PM_NO;L-34-40-50-PO
4;F03cR;409_PM_NO;L-34-40-130-PO
4;F03cR;99_PM_NO;E-34-294-PO-5
4;F05I;71_PM_SO;L-26-35-10-PO
4;F05I;134_PM_SO;L-23-3-10-NS
4;F05I;88_PM_SO;L-23-3-15-NS
4;F05I;53_PM_NO;T-34-313-NS-20
4;F05I;102_PM_NO;T-34-217-PO-33
4;F05I;400_PM_SO;L-34-49-89-OP
4;F05R;401_PM_NO;T-34-444-PO-5
4;F05R;481_PM_NP;L-34-71-10-SN
4;F05R;253_PM_NO;L-34-9-5-SN
4;F05R;135_PM_NP;L-33-6-50-SN
4;F05R;72_PM_NO;L-27-34-5-OP
4;F06I;67_PM_SO;L-27-13-70-PO
4;F06I;156_PM_SP;L-23-36-20-NS
4;F06I;60_PM_NO;T-23-223-NS-5
4;F06I;102_PM_NO;T-34-217-PO-33
4;F06I;403_PM_NO;L-34-41-60-PO
4;F06I;400_PM_SO;L-34-54-95-NS
4;F06R;401_PM_NO;T-34-444-PO-5
4;F06R;481_PM_NP;L-34-41-45-OP
4;F07R;404_PM_NP;L-34-24-25-SN
4;F07R;51_PM_SO;L-34-52-60-PO
4;F07R;410_PM_SP;L-34-56-10-NS
4;F08I;404_PM_NP;L-34-24-25-SN
4;F08I;53_PM_NO;T-34-313-SN-5
4;F08I;102_PM_NO;T-34-217-PO-33
4;F08I;403_PM_NO;L-34-41-60-PO
4;F08I;1_PM_NO;L-34-41-120-PO
4;F08R;50_PM_SO;L-34-29-2-OP
4;F08R;51_PM_SO;T-34-269-NS-15
4;F08R;52_PM_SP;T-34-269-NS-20
4;F08R;481_PM_NP;L-34-41-45-OP
4;F09I;401_PM_NO;T-34-444-PO-5
4;F09R;416_PM_NO;L-34-52-15-PO
4;F09R;400_PM_SO;L-34-54-95-NS
4;F10I;409_PM_NO;L-34-40-130-PO
4;F10I;99_PM_NO;E-34-294-PO-5
4;F10I;408_PM_NP;E-34-294-PO-5
4;F10I;100_PM_NP;T-34-270-SN-10
4;F10R;410_PM_SP;L-34-70-65-OP
4;F10R;417_PM_SP;T-34-270-NS-75
4;F10R;418_PM_SP;L-34-40-125-OP
4;F11I;407_PM_SP;L-34-40-260-OP
4;F11I;408_PM_NP;L-34-76-20-SN
4;F11I;423_PM_NO;L-34-76-5-SN
4;F11R;411_PM_SP;L-34-30-65-OP
4;F11R;97_PM_NO;T-34-270-NS-75
4;F11R;96_PM_NO;T-34-270-NS-75
4;F11R;422_PM_NO;L-34-40-220-PO
4;F12I;469_PM_NP;L-34-46-16-SN
4;F12I;471_PM_NP;L-34-46-5-SN
4;F12I;96_PM_NO;L-34-22-10-SN
4;F12R;99_PM_NO;L-34-44-6-PO
4;F12R;408_PM_NP;L-34-44-6-PO
4;F12R;415_PM_SO;L-34-73-20-OP
4;F12R;419_PM_SP;L-34-40-80-OP
4;F12R;467_PM_SO;L-34-45-15-NS
4;F12cI;96_PM_NO;L-34-22-10-SN
4;F12cR;99_PM_NO;L-34-44-6-PO
4;F12cR;408_PM_NP;L-34-44-6-PO
4;F12cR;414_PM_SO;L-34-74-30-OP
4;F12cR;415_PM_SO;L-34-32-90-NS
4;F13I;469_PM_NP;L-34-46-16-SN
4;F13I;471_PM_NP;L-34-47-35-PO
4;F13I;409_PM_NO;L-34-40-130-PO
4;F13I;99_PM_NO;E-34-294-PO-5
4;F13I;408_PM_NP;E-34-294-PO-5
4;F13I;101_PM_NP;T-34-270-SN-37
4;F13I;416_PM_NO;L-34-52-15-PO
4;F13R;417_PM_SP;T-34-270-NS-75
4;F13R;418_PM_SP;L-34-40-125-OP
4;F13R;419_PM_SP;L-34-40-80-OP
4;F13R;467_PM_SO;L-34-45-15-NS
4;F13cI;469_PM_NP;L-34-46-16-SN
4;F13cI;471_PM_NP;L-34-47-35-PO
4;F13cI;409_PM_NO;L-34-40-130-PO
4;F13cR;99_PM_NO;L-34-76-15-SN
4;F13cR;408_PM_NP;L-34-76-15-SN
4;F13cR;417_PM_SP;T-34-270-NS-75
4;F13cR;418_PM_SP;L-34-40-125-OP
4;F13cR;467_PM_SO;L-34-74-110-OP
4;F14I;53_PM_NO;T-34-217-PO-17
4;F14I;102_PM_NO;T-34-217-PO-33
4;F14I;400_PM_SO;L-34-54-95-NS
4;F14R;97_PM_NO;T-34-236-SN-3
4;F14R;99_PM_NO;E-34-294-PO-5
4;F14R;481_PM_NP;L-34-71-10-SN
4;F15I;469_PM_NP;L-34-46-16-SN
4;F15I;471_PM_NP;L-34-46-5-SN
4;F15I;412_PM_SP;L-34-32-35-SN
4;F15I;101_PM_NP;T-34-270-SN-37
4;F15R;416_PM_NO;L-34-52-15-PO
4;F15R;413_PM_SO;L-34-32-40-NS
4;F15R;418_PM_SP;L-34-32-50-NS
4;F15R;419_PM_SP;L-34-40-80-OP
4;F15R;467_PM_SO;L-34-74-95-PO
4;F16I;404_PM_NP;L-34-24-25-SN
4;F16I;417_PM_SP;T-34-270-NS-75
4;F16R;409_PM_NO;L-34-63-5-SN
4;F16R;98_PM_NP;T-34-236-SN-5
4;F16R;100_PM_NP;T-34-270-SN-10
4;F18I;420_PM_NO;L-34-40-50-PO
4;F18R;99_PM_NO;L-34-44-6-PO
4;F18R;408_PM_NP;L-34-44-6-PO
4;F18R;419_PM_SP;L-34-40-80-OP
4;F18R;421_PM_SP;L-34-40-65-OP
4;F19I;411_PM_SP;L-34-30-65-OP
4;F19I;100_PM_NP;T-34-270-SN-10
4;F19I;51_PM_SO;L-34-52-60-PO
4;F19I;52_PM_SP;T-34-269-NS-20
4;F19I;400_PM_SO;L-34-54-95-NS
4;F19I;410_PM_SP;L-34-70-65-OP
4;F19I;423_PM_NO;L-34-30-40-PO
4;F20I;144_PM_SP;T-27-228-NS-25
4;F20I;67_PM_SO;L-27-24-40-NS
4;F20I;156_PM_SP;L-23-36-20-NS
4;F20I;60_PM_NO;T-23-223-NS-5
4;F20I;53_PM_NO;T-34-217-PO-17
4;F20I;102_PM_NO;T-34-217-PO-33
4;F20R;401_PM_NO;T-34-444-PO-5
4;F20R;481_PM_NP;L-34-41-45-OP
4;F20R;103_PM_SP;T-23-217-OP-10
4;F20R;68_PM_NP;L-27-21-30-OP
4;F20R;160_PM_NP;L-27-21-0-OP
4;F23I;404_PM_NP;L-34-24-25-SN
4;F23I;53_PM_NO;T-34-217-PO-17
4;F23I;102_PM_NO;T-34-217-PO-33
4;F23I;403_PM_NO;L-34-41-60-PO
4;F23I;51_PM_SO;L-34-52-60-PO
4;F23I;52_PM_SP;T-34-269-NS-20
4;F23I;481_PM_NP;L-34-41-45-OP
4;F24I;481_PM_NP;L-34-41-45-OP
4;F24R;416_PM_NO;L-34-52-15-PO
4;F24R;403_PM_NO;L-34-58-40-NS
4;F25I;471_PM_NP;L-34-47-35-PO
4;F25I;100_PM_NP;T-34-270-SN-10
4;F25RPM;416_PM_NO;L-34-52-15-PO
4;F25RPM;410_PM_SP;L-34-70-65-OP
4;F25RPM;413_PM_SO;L-34-103-10-OP
4;F25RPM;418_PM_SP;L-34-32-50-NS
4;F25RPM;419_PM_SP;L-34-40-80-OP
4;F25RPM;467_PM_SO;L-34-45-15-NS
4;F25eI;471_PM_NP;L-34-47-35-PO
4;F25eI;412_PM_SP;L-34-32-35-SN
4;F25eI;104_PM_NO;L-34-64-2-OP
4;F25eR;506_PM_SP;I-33-134-SN-67
4;F25eR;419_PM_SP;L-34-40-80-OP
4;F25eR;467_PM_SO;L-34-45-5-NS
4;F26I;404_PM_NP;L-34-24-25-SN
4;F26I;100_PM_NP;L-34-118-5-PO
4;F26R;410_PM_SP;L-34-70-65-OP
4;F27I;404_PM_NP;L-34-24-25-SN
4;F27I;53_PM_NO;T-34-313-SN-5
4;F27I;102_PM_NO;T-34-217-PO-33
4;F27I;403_PM_NO;L-34-41-60-PO
4;F27I;1_PM_NO;L-34-41-120-PO
4;F27R;52_PM_SP;L-34-35-40-OP
4;F27R;481_PM_NP;L-34-41-45-OP
4;F29I;401_PM_NO;T-34-444-PO-5
4;F29I;410_PM_SP;L-34-70-65-OP
4;F29I;412_PM_SP;L-34-32-30-NS
4;F29I;97_PM_NO;T-34-270-NS-75
4;F29I;96_PM_NO;T-34-270-NS-75
4;F29I;422_PM_NO;L-34-78-5-SN
4;F29R;407_PM_SP;L-34-2-5-OP
4;F29R;408_PM_NP;L-34-76-20-SN
4;F29R;413_PM_SO;L-34-103-10-OP
4;F29R;418_PM_SP;L-34-103-10-OP
4;F29R;100_PM_NP;T-34-270-SN-10
4;G01I;90_PM_SO;L-27-17-5-SN
4;G01I;92_PM_SO;L-26-10-20-PO
4;G01I;93_PM_SO;L-26-10-80-PO
4;G01I;95_PM_SO;T-24-205-NS-40
4;G01I;88_PM_SO;L-33-58-3-PO
4;G01R;74_PM_NP;T-22-205-SN-35
4;G01R;94_PM_NP;L-24-5-15-OP
4;G01R;91_PM_NP;L-26-10-25-OP
4;G01R;105_PM_NP;L-26-6-10-NS
4;G01cI;90_PM_SO;L-27-17-5-SN
4;G01cI;92_PM_SO;L-26-10-20-PO
4;G01cI;93_PM_SO;L-26-10-80-PO
4;G01cR;94_PM_NP;L-24-5-15-OP
4;G01cR;91_PM_NP;L-26-10-25-OP
4;G01cR;105_PM_NP;L-26-6-10-NS
4;G02I;151_PM_SO;T-30-245-PO-5
4;G02I;150_PM_SP;L-30-51-56-NS
4;G02I;152_PM_SP;L-30-51-115-NS
4;G04I;71_PM_SO;L-26-35-10-PO
4;G04I;70_PM_SP;L-26-35-15-PO
4;G04I;78_PM_SO;L-23-45-40-PO
4;G04I;86_PM_SP;T-23-226-PO-5
4;G04R;72_PM_NO;L-27-11-20-SN
4;G05I;103_PM_SP;L-23-20-5-SN
4;G05I;156_PM_SP;T-23-216-OP-15
4;G05I;61_PM_SP;L-23-36-30-NS
4;G05R;144_PM_SP;T-27-228-NS-25
4;G05R;87_PM_SO;L-27-13-25-PO
4;G05R;60_PM_NO;L-23-36-25-SN
4;G07I;115_PM_NP;T-30-273-OP-5
4;G07I;146_PM_SP;T-30-251-PO-15
4;G07I;150_PM_SP;L-30-29-25-PO
4;G07R;147_PM_NP;L-30-7-15-SN
4;G07R;113_PM_NO;T-30-248-SN-30
4;G08I;113_PM_NO;T-30-248-SN-30
4;G08I;72_PM_NO;L-27-30-5-OP
4;G08R;71_PM_SO;L-26-35-10-PO
4;G08R;115_PM_NP;T-30-273-OP-5
4;G08R;145_PM_SP;T-30-252-NS-20
4;G08vI;510_PM_SO;L-30-16-25-PO
4;G08vI;72_PM_NO;L-27-30-5-OP
4;G08vR;71_PM_SO;L-26-35-10-PO
4;G08vR;73_PM_NP;T-27-224-NS-25
4;G08vR;114_PM_NP;L-30-16-20-OP
4;G08vR;145_PM_SP;T-30-252-NS-20
4;G08vR;150_PM_SP;L-30-14-5-OP
4;G09I;40_PM_NP;L-29-24-35-SN
4;G09R;39_PM_SO;T-29-239-SN-15
4;G09R;151_PM_SO;L-30-16-5-PO
4;G09R;510_PM_SO;L-30-16-25-PO
4;G09R;162_PM_NO;T-30-272-PO-5
4;G11I;65_PM_NO;L-23-22-15-SN
4;G11I;78_PM_SO;L-23-9-5-SN
4;G11R;82_PM_SP;L-26-7-10-NS
4;G11R;81_PM_SO;L-26-19-5-PO
4;G11R;85_PM_SO;E-24-12-PO-20
4;G11R;67_PM_SO;L-27-24-45-NS
4;G11R;64_PM_SP;L-23-22-10-NS
4;G12I;82_PM_SP;L-26-37-5-OP
4;G12I;91_PM_NP;L-26-7-25-NS
4;G12I;12_PM_NP;T-26-12-OP-35
4;G12I;24_PM_SO;T-29-12-PO-25
4;G12R;25_PM_NO;L-26-11-2-OP
4;G12R;106_PM_NO;T-26-227-SN-20
4;G13I;71_PM_SO;L-26-35-10-PO
4;G13I;70_PM_SP;L-26-35-15-PO
4;G13I;67_PM_SO;L-27-13-70-PO
4;G13I;64_PM_SP;L-23-22-10-NS
4;G13I;63_PM_SO;L-23-21-55-PO
4;G13I;60_PM_NO;L-23-36-25-SN
4;G13R;61_PM_SP;L-23-36-30-NS
4;G13R;62_PM_NP;L-23-14-35-OP
4;G13R;65_PM_NO;L-23-22-15-SN
4;G14I;114_PM_NP;L-30-16-20-OP
4;G14I;76_PM_SO;L-30-58-15-PO
4;G14R;161_PM_NP;L-30-36-10-SN
4;G14R;151_PM_SO;L-30-39-5-SN
4;G14R;510_PM_SO;L-30-16-25-PO
4;G15I;144_PM_SP;T-27-228-NS-25
4;G15I;88_PM_SO;L-23-23-20-NS
4;G15R;68_PM_NP;L-27-21-30-OP
4;G15R;160_PM_NP;L-27-21-0-OP
4;G16I;71_PM_SO;L-26-35-10-PO
4;G16I;70_PM_SP;L-26-35-15-PO
4;G16I;68_PM_NP;L-27-11-70-NS
4;G16I;87_PM_SO;L-27-13-30-OP
4;G16R;73_PM_NP;T-27-224-NS-25
4;G16R;72_PM_NO;L-27-11-20-SN
4;G18I;69_PM_NP;L-26-11-20-OP
4;G18I;74_PM_NP;L-24-19-35-PO
4;G18R;82_PM_SP;L-26-7-10-NS
4;G18R;92_PM_SO;L-26-7-25-NS
4;G18R;71_PM_SO;L-26-35-10-PO
4;G18R;78_PM_SO;L-23-45-40-PO
4;G18R;86_PM_SP;T-23-226-PO-5
4;G18R;134_PM_SO;L-23-15-41-PO
4;G18R;88_PM_SO;L-23-3-15-NS
4;G22I;107_PM_NO;L-27-22-22-SN
4;G22R;145_PM_SP;T-30-251-PO-5
4;G22yI;107_PM_NO;L-27-22-22-SN
4;G23I;63_PM_SO;L-23-21-55-PO
4;G23I;60_PM_NO;L-23-36-25-SN
4;G23R;103_PM_SP;L-23-20-5-SN
4;G23R;62_PM_NP;L-23-14-35-OP
4;G23R;73_PM_NP;L-23-26-5-OP
4;H02I;509_PM_SO;T-21-134-NS-35
4;H02I;142_PM_SP;L-25-16-10-OP
4;H02R;517_PM_SO;L-25-29-5-PO
4;H02R;500_PM_NO;T-25-228-SN-30
4;H02R;516_PM_NP;L-21-18-45-PO
4;H03I;80_PM_NP;L-25-11-15-OP
4;H03I;84_PM_NP;L-25-11-10-OP
4;H03I;197_PM_NP;L-28-11-30-OP
4;H03I;38_PM_NO;L-29-7-10-NS
4;H03I;39_PM_SO;T-29-239-NS-5
4;H03I;200_PM_SO;L-12-6-5-SN
4;H03R;40_PM_NP;L-29-1-15-OP
4;H03R;15_PM_NO;T-29-238-SN-10
4;H03R;16_PM_NO;T-29-238-SN-17
4;H03R;199_PM_SO;L-29-22-20-PO
4;H03R;198_PM_SO;L-29-22-35-PO
4;H03R;83_PM_SO;T-26-212-PO-5
4;H03R;81_PM_SO;L-26-19-5-PO
4;H03R;82_PM_SP;L-26-7-5-NS
4;H04I;58_PM_NP;L-21-13-5-SN
4;H04I;37_PM_SP;L-28-3-30-OP
4;H04I;26_PM_NP;L-28-3-15-OP
4;H04R;201_PM_NO;L-28-21-5-SN
4;H05I;509_PM_SO;T-21-134-NS-35
4;H05I;142_PM_SP;L-25-16-5-OP
4;H05I;84_PM_NP;L-25-13-10-NS
4;H05I;197_PM_NP;L-28-11-30-OP
4;H05R;198_PM_SO;L-29-22-35-PO
4;H05R;83_PM_SO;T-26-212-PO-5
4;H05R;516_PM_NP;T-31-134-SN-25
4;H05cI;209_PM_NO;L-28-4-15-PO
4;H05cI;210_PM_SO;T-28-89-PO-30
4;H05cR;211_PM_NP;L-25-38-5-NS
4;H05cR;208_PM_SP;T-28-89-OP-8
4;H06I;15_PM_NO;T-29-238-SN-10
4;H06I;199_PM_SO;L-29-24-5-SN
4;H06I;209_PM_NO;L-28-8-125-SN
4;H06R;208_PM_SP;L-28-8-80-NS
4;H06R;13_PM_NP;T-29-12-OP-15
4;H07IPM;37_PM_SP;T-28-181-NS-5
4;H07IPM;26_PM_NP;L-28-3-15-OP
4;H07IPM;17_PM_SO;T-28-233-NS-20
4;H07IPM;199_PM_SO;L-28-12-35-NS
4;H07IPM;198_PM_SO;L-29-22-35-PO
4;H07IPM;83_PM_SO;T-26-212-PO-5
4;H07IPM;81_PM_SO;L-26-19-5-PO
4;H07IPM;82_PM_SP;L-26-7-5-NS
4;H07R;80_PM_NP;L-25-11-15-OP
4;H07R;84_PM_NP;L-25-11-10-OP
4;H07R;197_PM_NP;L-28-11-30-OP
